varenummer;poeng;konklusjon;argang_apreritif;smakt;url_aperitif
10343301;87;En solid weissburgunder som tåler 4-5 år. Meget godt kjøp.;2017; 17. juli 2018;https://www.aperitif.no/pollisten/produkt/dautel-weissburgunder-gipskeuper-2017/2140157
10345301;87;En god vin som tåler 4-5 år. Godt kjøp.;2016; 17. juli 2018;https://www.aperitif.no/pollisten/produkt/moillard-grivot-mercurey-blanc-2016/2140310
10020101;87;En veldig bløt og delikat rosso som tåler 5-6 år. Verd prisen.;2015; 17. juli 2018;https://www.aperitif.no/pollisten/produkt/bussia-soprana-langhe-rosso/2119815
10026801;87;En fast og lovende vin som tåler 6-7 år. Meget godt kjøp.;2017; 17. juli 2018;https://www.aperitif.no/pollisten/produkt/laderas-del-tietar-2018/2119826
10029801;87;En fruktig og tørr musserende med bra karakter som tåler 4-5 år. Godt kjøp.;NA; 11. november 2019;https://www.aperitif.no/pollisten/produkt/coates-seely-brut-reserve-nv/2132991
10032001;87;En artig og karaktersterk rødvin som tåler 3-4 år. Meget godt kjøp.;2018;  6. mai 2019;https://www.aperitif.no/pollisten/produkt/dom-les-enfants-sauvages-che-chauvio/2119155
10034801;87;En sødmefylt parfymert og fyldig vin som tåler 5-6 år. Meget godt kjøp.;2016; 15. mars 2018;https://www.aperitif.no/pollisten/produkt/markus-molitor-urziger-wurzgarten-riesling-kabinett-feinherb-2016/2119381
10041601;87;En solid vin som tåler 5-6 år. Godt kjøp.;2015; 15. mars 2018;https://www.aperitif.no/pollisten/produkt/valdibella-agape-nerello-mascalese/2119437
10044101;87;En god og fruktig sancerre som tåler 4-5 år. Godt kjøp.;2015; 15. mars 2018;https://www.aperitif.no/pollisten/produkt/lucien-crochet-le-chene-marchand-sancerre-2015/2119151
10045201;87;En god litt jordsmonnspreget vin som tåler 6-7 år. Godt kjøp.;2016; 15. mars 2018;https://www.aperitif.no/pollisten/produkt/la-baronne-vermentino-nw/2119118
10050701;87;En konsentrert og rik vin som tåler 8 år. Godt kjøp.;2016; 15. mars 2018;https://www.aperitif.no/pollisten/produkt/valdibella-isolano-cataratto-extra-lucido/2119436
10056001;87;En god og syrefrisk australsk cab som tåler 8 år. Godt kjøp.;2016; 15. mars 2018;https://www.aperitif.no/pollisten/produkt/beyond-broke-road-cabernet-sauvignon/2119410
10057701;87;En god og fruktig riesling med integrert sødme som tåler 6-7 år. Meget godt kjøp.;2016; 15. mars 2018;https://www.aperitif.no/pollisten/produkt/becker-laisser-faire-riesling-2016/2119157
10058401;87;En artig take på amontillado.;2017; 15. mars 2018;https://www.aperitif.no/pollisten/produkt/cachazo-carrasvinas-dorado/2118989
10064501;87;En artig rødvin som tåler 4-5 år. Godt kjøp.;2017; 14. januar 2019;https://www.aperitif.no/pollisten/produkt/cruse-monkey-jacket-2017/2119122
10067901;87;Som en noe sødmefylt chablis. Tåler 4-5 år. Godt kjøp.;2014; 12. juni 2018;https://www.aperitif.no/pollisten/produkt/fichet-monthelie-blanc-2015/2130105
10068601;87;En kul vin som tåler 6-7 år. Meget godt kjøp.;2016; 15. mars 2018;https://www.aperitif.no/pollisten/produkt/alois-lageder-oberingram-st-magdalener-2016/2119121
10068701;87;En herlig pinot-rose som tåler 3-4 år. Meget godt kjøp.;2017; 12. juni 2018;https://www.aperitif.no/pollisten/produkt/frecciarossa-margherita-pinot-nero-rosato-2018/2119953
10069101;87;En god og tørr vin som tåler 6-7 år. Meget godt kjøp.;2015; 15. mars 2018;https://www.aperitif.no/pollisten/produkt/haute-fevrie-gras-moutons-muscadet-de-sevre-et-maine-sur-lie-2016/2119120
10070701;87;En tørr mineralsk og lovende vin som tåler 5-6 år. Godt kjøp.;2017; 28. juni 2018;https://www.aperitif.no/pollisten/produkt/howard-park-porongurup-riesling-2017/2130108
10070801;87;En god og tørr vin som tåler 4-5 år. Godt kjøp.;2017; 28. juni 2018;https://www.aperitif.no/pollisten/produkt/howard-park-mount-barker-riesling-2017/2130109
10186101;87;Frisk og god, men har også en deilig underliggende kompleksitet.;NA; 28. juni 2018;https://www.aperitif.no/pollisten/produkt/lezergue-cidre-de-bretagne-brut/2130411
10193101;87;En ganske strukturert og tørr Alsace-riesling som tåler 6-7 år. Meget godt kjøp.;2016; 17. juli 2018;https://www.aperitif.no/pollisten/produkt/charles-sparr-tradition-riesling-2016/2130437
10199501;87;En saftig og leskende lett og delikat fleurie som tåler 6-7 år. Godt kjøp.;2016; 17. juli 2018;https://www.aperitif.no/pollisten/produkt/dom-de-fa-fleurie-roche-guillon-2016/2140502
10201801;87;En litt tørr petnat som tåler 5-6 år. Verd prisen.;2017; 28. juni 2018;https://www.aperitif.no/pollisten/produkt/cruse-deming-valdiguie-petillant-naturel-2018/2130463
10203001;87;En god lett moden vin som likevel tåler 6-7 år. Godt kjøp.;2016; 28. juni 2018;https://www.aperitif.no/pollisten/produkt/burja-estate-bela-white-2017/2130469
10208601;87;En deilig fyldig og bløt cremant som tåler 4-5 år. Meget godt kjøp.;NA; 12. juni 2018;https://www.aperitif.no/pollisten/produkt/lucie-thieblemont-cremant-de-bourgogne/2130512
10214201;87;En smaksrik vin som tåler 5-6 år. Meget godt kjøp.;2016; 12. juni 2018;https://www.aperitif.no/pollisten/produkt/thanisch-riesling-kabinett-2016/2130542
10214401;87;En herlig ufiltrert arneis som tåler 3-4 år. Meget godt kjøp.;2017; 17. juli 2018;https://www.aperitif.no/pollisten/produkt/negro-angelo-arneis-non-filtrato-2017/2130544
10218201;87;En lett reduktiv rødvin som trenger mye luft. Tåler 5-6 år.;2015;  6. mai 2019;https://www.aperitif.no/pollisten/produkt/pittnauer-dogma-st-laurent-2015/2130663
10218901;87;En god allround riesling som tåler 5-6 år. Meget godt kjøp.;2017; 30. august 2018;https://www.aperitif.no/pollisten/produkt/moltes-sagesse-tradition-2018/2138293
10219801;87;En herlig rosevin som tåler 3-4 år. Meget godt kjøp.;2018;  2. mars 2019;https://www.aperitif.no/pollisten/produkt/oma-rosato-2018/2130571
10221501;87;En god pinot blanc som tåler 4-5 år. Meget godt kjøp.;2018;  2. mars 2019;https://www.aperitif.no/pollisten/produkt/josmeyer-mise-du-printemps-pinot-blanc-2018/2130580
10222001;87;En ganske tørr men også stofflig musserende som tåler 3-4 år. Godt kjøp.;NA; 30. august 2018;https://www.aperitif.no/pollisten/produkt/wiston-cuvee-rose-nv/2140545
10225101;87;En god og annerledes verdicchio som tåler 4-5 år. Godt kjøp.;2015; 12. august 2018;https://www.aperitif.no/pollisten/produkt/la-staffa-rincrocca-classico-riserva-2015/2130596
10226701;87;En god og sjarmerende muscadet som tåler 8 år. Meget godt kjøp.;2017; 12. juni 2018;https://www.aperitif.no/pollisten/produkt/dom-de-la-foliette-vieilles-vignes-clos-de-la-fontaine-2017/2130610
10228201;87;En god og leskende 12 år gammel Medoc som tåler flere år til. Godt kjøp.;2006;  2. mars 2019;https://www.aperitif.no/pollisten/produkt/ch-moulins-de-citran-2006/2141556
10228701;87;En kul tørr konsentrert og litt annerledes musserende som tåler 5-6 år. Godt kjøp.;2016; 12. juni 2018;https://www.aperitif.no/pollisten/produkt/nicolas-gonin-brut-zero-2016/2130626
10229701;87;En sødmefylt og innsmigrende petnat som tåler 4-5 år. Godt kjøp.;2016; 28. juni 2018;https://www.aperitif.no/pollisten/produkt/langmann-pet-nat-2016/2130630
10231701;87;En fruktig blanc de blancs som tåler 5-6 år. Godt kjøp.;NA; 14. januar 2019;https://www.aperitif.no/pollisten/produkt/autreau-de-champillon-grand-cru-blanc-de-blancs-brut/2130641
10236901;87;En god og struturert rimelig riesling med klart preg av Schatzel, som tåler 4-5 år. Meget godt kjøp.;2016; 15. september 2018;https://www.aperitif.no/pollisten/produkt/schatzel-reinweiss-riesling-2016/2145719
10379901;87;En god 7 år gammel vin som tåler 5-6 år til - minst. Godt kjøp.;2011; 17. juli 2018;https://www.aperitif.no/pollisten/produkt/villa-wolf-wachenheimer-belz-riesling-library-release-2011/2140210
10380701;87;En artig vin som tåler 4-5 år. Godt kjøp.;2016; 17. juli 2018;https://www.aperitif.no/pollisten/produkt/vignes-du-maynes-macon-rouge-2017/2140218
10380901;87;En kul vin som tåler 6-7 år. Meget godt kjøp.;2016; 17. juli 2018;https://www.aperitif.no/pollisten/produkt/mario-rovira-tosca-cerrada-palomino-fino-en-rama-2016/2140215
10381801;87;En kul perlende vin som tåler 3-4 år. Godt kjøp.;NA;  6. juli 2019;https://www.aperitif.no/pollisten/produkt/angiolino-maule-garg-n-go-2017/2203400
10383401;87;En supersaftig lettere morgon som tåler 6-7 år. Godt kjøp.;2018;  6. mai 2019;https://www.aperitif.no/pollisten/produkt/guy-breton-morgon-2018/2140478
10387501;87;En god og ganske tørr alvarinho som tåler 5-6 år. Godt kjøp.;2017; 17. juli 2018;https://www.aperitif.no/pollisten/produkt/casa-do-capitao-mor/2140248
10391201;87;En smaksrik txakoli som tåler 4-5 år. Godt kjøp.;2017; 17. juli 2018;https://www.aperitif.no/pollisten/produkt/adore/2140247
10408701;87;En god og smaksrik vin som tåler 6-7 år. Godt kjøp.;2014; 28. juni 2018;https://www.aperitif.no/pollisten/produkt/barkan-reserve-cabernet-sauvignon/2152613
10410801;87;En god ganske bløt og moden vin som tåler 4-5 år. Godt kjøp.;2009; 17. juli 2018;https://www.aperitif.no/pollisten/produkt/ch-franc-patarabet-saint-emilion-grand-cru-2009/2140327
10411401;87;En litt urtepreget chardonnay som tåler 5-6 år. Godt køjp.;2018;  6. juli 2019;https://www.aperitif.no/pollisten/produkt/la-soeur-cadette-macon-chardonnay/2151905
10070701;87;En tørr mineralsk og lovende vin som tåler 5-6 år. Godt kjøp.;2017; 28. juni 2018;https://www.aperitif.no/pollisten/produkt/howard-park-porongurup-riesling-2017/2130108
10070801;87;En god og tørr vin som tåler 4-5 år. Godt kjøp.;2017; 28. juni 2018;https://www.aperitif.no/pollisten/produkt/howard-park-mount-barker-riesling-2017/2130109
10186101;87;Frisk og god, men har også en deilig underliggende kompleksitet.;NA; 28. juni 2018;https://www.aperitif.no/pollisten/produkt/lezergue-cidre-de-bretagne-brut/2130411
10193101;87;En ganske strukturert og tørr Alsace-riesling som tåler 6-7 år. Meget godt kjøp.;2016; 17. juli 2018;https://www.aperitif.no/pollisten/produkt/charles-sparr-tradition-riesling-2016/2130437
10199501;87;En saftig og leskende lett og delikat fleurie som tåler 6-7 år. Godt kjøp.;2016; 17. juli 2018;https://www.aperitif.no/pollisten/produkt/dom-de-fa-fleurie-roche-guillon-2016/2140502
10201801;87;En litt tørr petnat som tåler 5-6 år. Verd prisen.;2017; 28. juni 2018;https://www.aperitif.no/pollisten/produkt/cruse-deming-valdiguie-petillant-naturel-2018/2130463
10203001;87;En god lett moden vin som likevel tåler 6-7 år. Godt kjøp.;2016; 28. juni 2018;https://www.aperitif.no/pollisten/produkt/burja-estate-bela-white-2017/2130469
10208601;87;En deilig fyldig og bløt cremant som tåler 4-5 år. Meget godt kjøp.;NA; 12. juni 2018;https://www.aperitif.no/pollisten/produkt/lucie-thieblemont-cremant-de-bourgogne/2130512
10214201;87;En smaksrik vin som tåler 5-6 år. Meget godt kjøp.;2016; 12. juni 2018;https://www.aperitif.no/pollisten/produkt/thanisch-riesling-kabinett-2016/2130542
10214401;87;En herlig ufiltrert arneis som tåler 3-4 år. Meget godt kjøp.;2017; 17. juli 2018;https://www.aperitif.no/pollisten/produkt/negro-angelo-arneis-non-filtrato-2017/2130544
10218201;87;En lett reduktiv rødvin som trenger mye luft. Tåler 5-6 år.;2015;  6. mai 2019;https://www.aperitif.no/pollisten/produkt/pittnauer-dogma-st-laurent-2015/2130663
10218901;87;En god allround riesling som tåler 5-6 år. Meget godt kjøp.;2017; 30. august 2018;https://www.aperitif.no/pollisten/produkt/moltes-sagesse-tradition-2018/2138293
10219801;87;En herlig rosevin som tåler 3-4 år. Meget godt kjøp.;2018;  2. mars 2019;https://www.aperitif.no/pollisten/produkt/oma-rosato-2018/2130571
10221501;87;En god pinot blanc som tåler 4-5 år. Meget godt kjøp.;2018;  2. mars 2019;https://www.aperitif.no/pollisten/produkt/josmeyer-mise-du-printemps-pinot-blanc-2018/2130580
10222001;87;En ganske tørr men også stofflig musserende som tåler 3-4 år. Godt kjøp.;NA; 30. august 2018;https://www.aperitif.no/pollisten/produkt/wiston-cuvee-rose-nv/2140545
10225101;87;En god og annerledes verdicchio som tåler 4-5 år. Godt kjøp.;2015; 12. august 2018;https://www.aperitif.no/pollisten/produkt/la-staffa-rincrocca-classico-riserva-2015/2130596
10226701;87;En god og sjarmerende muscadet som tåler 8 år. Meget godt kjøp.;2017; 12. juni 2018;https://www.aperitif.no/pollisten/produkt/dom-de-la-foliette-vieilles-vignes-clos-de-la-fontaine-2017/2130610
10228201;87;En god og leskende 12 år gammel Medoc som tåler flere år til. Godt kjøp.;2006;  2. mars 2019;https://www.aperitif.no/pollisten/produkt/ch-moulins-de-citran-2006/2141556
10228701;87;En kul tørr konsentrert og litt annerledes musserende som tåler 5-6 år. Godt kjøp.;2016; 12. juni 2018;https://www.aperitif.no/pollisten/produkt/nicolas-gonin-brut-zero-2016/2130626
10229701;87;En sødmefylt og innsmigrende petnat som tåler 4-5 år. Godt kjøp.;2016; 28. juni 2018;https://www.aperitif.no/pollisten/produkt/langmann-pet-nat-2016/2130630
10231701;87;En fruktig blanc de blancs som tåler 5-6 år. Godt kjøp.;NA; 14. januar 2019;https://www.aperitif.no/pollisten/produkt/autreau-de-champillon-grand-cru-blanc-de-blancs-brut/2130641
10236901;87;En god og struturert rimelig riesling med klart preg av Schatzel, som tåler 4-5 år. Meget godt kjøp.;2016; 15. september 2018;https://www.aperitif.no/pollisten/produkt/schatzel-reinweiss-riesling-2016/2145719
10379901;87;En god 7 år gammel vin som tåler 5-6 år til - minst. Godt kjøp.;2011; 17. juli 2018;https://www.aperitif.no/pollisten/produkt/villa-wolf-wachenheimer-belz-riesling-library-release-2011/2140210
10380701;87;En artig vin som tåler 4-5 år. Godt kjøp.;2016; 17. juli 2018;https://www.aperitif.no/pollisten/produkt/vignes-du-maynes-macon-rouge-2017/2140218
10380901;87;En kul vin som tåler 6-7 år. Meget godt kjøp.;2016; 17. juli 2018;https://www.aperitif.no/pollisten/produkt/mario-rovira-tosca-cerrada-palomino-fino-en-rama-2016/2140215
10381801;87;En kul perlende vin som tåler 3-4 år. Godt kjøp.;NA;  6. juli 2019;https://www.aperitif.no/pollisten/produkt/angiolino-maule-garg-n-go-2017/2203400
10383401;87;En supersaftig lettere morgon som tåler 6-7 år. Godt kjøp.;2018;  6. mai 2019;https://www.aperitif.no/pollisten/produkt/guy-breton-morgon-2018/2140478
10387501;87;En god og ganske tørr alvarinho som tåler 5-6 år. Godt kjøp.;2017; 17. juli 2018;https://www.aperitif.no/pollisten/produkt/casa-do-capitao-mor/2140248
10391201;87;En smaksrik txakoli som tåler 4-5 år. Godt kjøp.;2017; 17. juli 2018;https://www.aperitif.no/pollisten/produkt/adore/2140247
10408701;87;En god og smaksrik vin som tåler 6-7 år. Godt kjøp.;2014; 28. juni 2018;https://www.aperitif.no/pollisten/produkt/barkan-reserve-cabernet-sauvignon/2152613
9742001;87;En herlig albarino som tåler 4-5 år. Meget godt kjøp.;2017;  6. mai 2019;https://www.aperitif.no/pollisten/produkt/albarino-deusa-nai-2018/293093
9747201;87;En kul vin som tåler 6-7 år. Meget godt kjøp.;2015;  7. mars 2017;https://www.aperitif.no/pollisten/produkt/vigneti-massa-terra-2017/306666
9765801;87;Allround.;NA; 30. oktober 2014;https://www.aperitif.no/pollisten/produkt/pierre-gaillard-crozes-hermitage-2017/314721
10467701;87;En smaksrik og litt sødmefylt vin som tåler 5-6 år. Godt kjøp.;2016; 15. september 2018;https://www.aperitif.no/pollisten/produkt/schiopetto-collio-malvasia-2016/2151987
10471501;87;En litt moden men fortsatt holdbar vin som tåler 8 år. Verd prisen.;2012; 15. september 2018;https://www.aperitif.no/pollisten/produkt/dehesa-valquejigoso-2012/2152071
10471801;87;En fyldig men også bløt riesling som tåler 7-8 år. Godt kjøp.;2016; 14. desember 2018;https://www.aperitif.no/pollisten/produkt/toni-jost-alte-reben-riesling-trocken-2016/2152824
10477701;87;En litt tørr og eikepreget men også god Piemonte-pinot som tåler 6-7 år. Godt kjøp..;2013; 15. september 2018;https://www.aperitif.no/pollisten/produkt/colla-campo-romano-langhe-pinot-nero-2013/2151845
10478901;87;En smaksintens lakrispreget rioja som tåler 6-7 år. Godt kjøp.;2014; 14. januar 2019;https://www.aperitif.no/pollisten/produkt/lindes-de-remelluri-vinedos-de-labastida-2014/2174272
10483301;87;En smaksrik barbera som tåler 4-5 år. Godt kjøp.;2016; 14. desember 2018;https://www.aperitif.no/pollisten/produkt/enzo-boglietti-barbera-d-alba-2016/2152874
10483401;87;En herlig fruktdreven dolcetto som tåler 4-5 år. Godt kjøp.;2017; 14. desember 2018;https://www.aperitif.no/pollisten/produkt/enzo-boglietti-dolcetto-d-alba/2152875
10493301;87;En god og tørr champagne som tåler 5-6 år. Godt kjøp.;NA; 15. september 2018;https://www.aperitif.no/pollisten/produkt/bruno-michel-assemblee-extra-brut/2151984
10500501;87;En god og strukturert rødvin som tåler 4-5 år. Godt kjøp.;2016; 15. september 2018;https://www.aperitif.no/pollisten/produkt/dom-de-courbissac-les-traverses-minervois-2016/2151942
10506001;87;En god pinot blanc som tåler 5-6 år. Godt kjøp.;2016; 15. september 2018;https://www.aperitif.no/pollisten/produkt/wasenhaus-weissburgunder-2016/2151774
10510601;87;En smaksrik prosecco som tåler 6-7 år. Godt kjøp.;2017; 15. september 2018;https://www.aperitif.no/pollisten/produkt/canevel-campofalco-biologico-valdobbiadene-prosecco-superiore/2151903
10511301;87;En god og tørr riesling som tåler 5-6 år. Meget godt kjøp.;2017; 16. september 2019;https://www.aperitif.no/pollisten/produkt/knipser-johannishof-riesling-trocken/2152936
10514301;87;En flott Gascogne-vin som tåler 4-5 år. Meget godt kjøp.;2018;  6. mai 2019;https://www.aperitif.no/pollisten/produkt/dom-tariquet-amplitude-2018/2165721
10518901;87;En kul veldig lys og lett rødvin i den aromatiske stilen som tåler 4-5 år. Godt kjøp.;2018;  6. mai 2019;https://www.aperitif.no/pollisten/produkt/patrick-sullivan-jumpin-juice-sunset/2193674
10529201;87;En god og fyldig pinot som tåler 7-8 år. Godt kjøp.;2017;  3. januar 2019;https://www.aperitif.no/pollisten/produkt/ocean-eight-pinot-noir/2166298
10532901;87;En god og ganske fyldig litt varm vin som tåler 6-7 år. Godt kjøp.;2017; 15. september 2018;https://www.aperitif.no/pollisten/produkt/dr-wehrheim-birkweiler-weisser-burgunder-muschelkalk-trocken-2017/2152070
10535901;87;En herlig pinot som tåler 7-8 år. Meget godt kjøp.;2018;  6. mai 2019;https://www.aperitif.no/pollisten/produkt/kruger-rumpf-spatburgunder-trocken-2018/2151878
10540701;87;En god og leskende barbaresco som tåler 4-5 år. Godt kjøp.;2015;  6. juli 2019;https://www.aperitif.no/pollisten/produkt/ca-del-baio-autinbej-barbaresco-2015/2165768
10540801;87;En god og bløt og samtidig frisk bordeaux som tåler 5-6 år. Godt kjøp.;2014;  6. juli 2019;https://www.aperitif.no/pollisten/produkt/les-chenes-de-bouscaut-2014/2165769
10544901;87;En god og smaksrik ikke helt knusktørr gruner som tåler 4-5 år. Meget godt kjøp.;2017; 15. september 2018;https://www.aperitif.no/pollisten/produkt/pfaffl-weinviertel-zeisen-gruner-veltliner-2017/2152072
10545201;87;En god og saftig rødvin som tåler 4-5 år. Meget godt kjøp.;2017; 15. september 2018;https://www.aperitif.no/pollisten/produkt/pfaffl-zweigelt-sandstein-2017/2152073
10546001;87;En god og fyldig letttlikendes vin som tåler 5-6 år. Godt kjøp.;2012; 15. september 2018;https://www.aperitif.no/pollisten/produkt/quinta-de-arcosso-2012/2152352
10546101;87;En  konsentrert vin med litt tydelig alkohol som drikker godt nå men som tåler 6-7 år. Godt kjøp.;2011; 15. september 2018;https://www.aperitif.no/pollisten/produkt/quinta-de-arcosso-reserva-2011/2152353
10463301;87;En leskende og tørr pinot som tåler 5-6 år. Verd prisen.;2014; 15. september 2018;https://www.aperitif.no/pollisten/produkt/dom-rollin-savigny-les-beaune-aux-grands-liards-2014/2151904
10466501;87;En imponerende frisk 27 år gammel hvitvin som har mistet litt frukt, men som fortsatt holder i flere år til. Ingen grunn til å vente. Verd prisen.;1991; 15. september 2018;https://www.aperitif.no/pollisten/produkt/vinhas-velhas-branco/2151772
10417601;87;En litt eiket men god pinot som tåler 5-6 år. Godt kjøp.;2016; 16. september 2019;https://www.aperitif.no/pollisten/produkt/elena-walch-ludwig-pinot-nero-2016/2151798
10419001;87;En solid litt eiket annen vin-bordeaux som tåler 6-7 år. Vel verd prisen.;2014; 15. september 2018;https://www.aperitif.no/pollisten/produkt/blason-d-issan-2014/2151844
10421201;87;En litt alkoholpreget og veldig krydret vin som tåler 8 år. Minst. Meget godt kjøp.;2016; 17. juli 2018;https://www.aperitif.no/pollisten/produkt/clos-bagatelle-donnadieu-2016/2140456
10422101;87;En kul lett perlende vin som tåler 6-7 år. Godt kjøp.;2016; 15. september 2018;https://www.aperitif.no/pollisten/produkt/athenais-bourgogne-chardonnay-2016/2152017
10422301;87;En god og aromatisk hvit bordeaux som tåler 5-6 år. Godt kjøp.;2016;  6. juli 2019;https://www.aperitif.no/pollisten/produkt/ch-valoux-blanc-2016/2152643
10423301;87;En god barbera som tåler 4-5 år. Godt kjøp.;2016; 14. desember 2018;https://www.aperitif.no/pollisten/produkt/durio-l-armatore-barbera-d-asti/2152648
10425801;87;En god og lovende grenache som tåler 6-7 år. Godt kjøp.;2015; 14. desember 2018;https://www.aperitif.no/pollisten/produkt/yalumba-old-bush-vine-grenache-2016/2152076
10430501;87;En lett slank og delikat pinot som tåler 5-6 år. Verd prisen.;2016; 15. september 2018;https://www.aperitif.no/pollisten/produkt/norman-hardie-county-pinot-noir-unfiltered-2016/2151847
10440101;87;En fyldig og fruktig moden hvit rioja som tåler 4-5 år. Godt kjøp.;2012; 24. oktober 2018;https://www.aperitif.no/pollisten/produkt/inigo-amezola-reserva-2012/2152429
10440301;87;En god og fruktig riesling med godt bitt og lett mineralkarakter. Tåler 4-5 år. Godt kjøp.;2016; 15. september 2018;https://www.aperitif.no/pollisten/produkt/raddeck-edition-2hugel-vom-kalkenstein-riesling-trocken-2017/2151797
10441101;87;En kul riesling som tåler 6-7 år. Godt kjøp.;2017; 15. september 2018;https://www.aperitif.no/pollisten/produkt/reeve-the-prism-riesling-2017/2151775
10445001;87;En herlig vin som tåler 5-6 år. Meget godt kjøp.;2017; 15. september 2018;https://www.aperitif.no/pollisten/produkt/ogereau-l-anjouee-anjou-rouge-2017/2151867
10446301;87;En mineralsk og litt lett/slank Jura-chardonnay som tåler 6-7 år. Godt kjøp.;2016; 24. oktober 2018;https://www.aperitif.no/pollisten/produkt/ligier-chardonnay-arbois/2151907
10447901;87;En god og åpen litt tørr men fortsatt holdbar annenvin som tåler 6-7 år. Godt kjøp.;2015; 15. september 2018;https://www.aperitif.no/pollisten/produkt/les-tours-de-laroque-2015/2151861
10448501;87;En slank og leskende gamay som tåler 4-5 år. Godt kjøp.;2017; 14. desember 2018;https://www.aperitif.no/pollisten/produkt/congretel-l-epicurieux-morgon-2017/2152729
10452601;87;En litt eiket men også konsentrert og lovende vin som tåler 6-7 år. Godt kjøp.;2011; 15. september 2018;https://www.aperitif.no/pollisten/produkt/vina-muriel-reserva/2152019
10457701;87;En god rose som tåler 3-4 år. Godt kjøp.;2017; 15. september 2018;https://www.aperitif.no/pollisten/produkt/ch-minuty-rose-et-or/2151983
10462001;87;En litt moden og rik vinstil som tåler 5-6 år. Verd prisen.;2012; 15. september 2018;https://www.aperitif.no/pollisten/produkt/carat-de-chateau-reaut-2012/2152069
10972301;87;En god og fruktig kke helt tørr riesling som tåler 4-5 år. Meget godt kjøp.;2017;  2. mars 2019;https://www.aperitif.no/pollisten/produkt/markus-molitor-zeltinger-himmelreich-riesling-kabinett-feinherb-2017/2184764
10976801;87;En herlig aromatisk rødvin som tåler 5-6 år. Meget godt kjøp.;2017;  6. mai 2019;https://www.aperitif.no/pollisten/produkt/time-waits-for-no-one-2017/2185957
10978101;87;En god og konsentrert sørfransk chardonnay som tåler 4-5 år. Godt kjøp.;2017;  6. mai 2019;https://www.aperitif.no/pollisten/produkt/dom-metairie-d-alon-le-village-chardonnay-2017/2184867
10983201;87;En god bourgogne rouge som tåler 4-5 år. Godt køjp.;2016;  6. mai 2019;https://www.aperitif.no/pollisten/produkt/dom-lecheneaut-bourgogne-pinot-noir-2016/2193675
10986501;87;En svært syrefrisk rose som trenger en måned eller to og som tåler 2-3 år. Meget godt kjøp.;2018;  2. mars 2019;https://www.aperitif.no/pollisten/produkt/ronchi-di-cialla-rosato-2018/2184928
10989001;87;En herlig californisk chardonnay som tåler 5-6 år. Meget godt kjøp.;2017;  2. mars 2019;https://www.aperitif.no/pollisten/produkt/babcock-chardonnay-santa-barbara/2186001
10998301;87;En veldig god weissburgunder og en av de beste på markedet, som tåler 4-5 år. Meget godt kjøp.;2018;  2. mars 2019;https://www.aperitif.no/pollisten/produkt/porzelt-weisser-burgunder-trocken/2184975
10998401;87;En veldig god og fruktig riesling som tåler 4-5 år. Meget godt kjøp.;2018;  2. mars 2019;https://www.aperitif.no/pollisten/produkt/porzelt-riesling-trocken/2184976
11005301;87;En god ganske kul og fyldig petnat som tåler 2-3 år. Meget godt kjøp.;2018;  6. mai 2019;https://www.aperitif.no/pollisten/produkt/loimer-pet-nat-2018/2186088
11006701;87;En kul syrlig rødvin som tåler 6-7 år. Godt kjøp.;2018;  6. mai 2019;https://www.aperitif.no/pollisten/produkt/cant-margo-rosso-2018/2193728
11006801;87;En god og tørr oransjevin som tåler 6-7 år. Godt kjøp.;2018;  6. mai 2019;https://www.aperitif.no/pollisten/produkt/cant-margo-bianco-fiero-2018/2193727
11020001;87;En litt rustikk men også konsentrert og lovende gamay som tåler 10 år. Godt kjøp.;2018;  6. mai 2019;https://www.aperitif.no/pollisten/produkt/a-sunier-beaujolais-morgon-2018/2193847
11030501;87;En leskende og godt strukturert litt eiket pinot som tåler 6-7 år. Godt kjøp.;2017; 27. juni 2019;https://www.aperitif.no/pollisten/produkt/ataraxia-pinot-noir-2017/2194446
10891801;87;En kul petnat som tåler 4-5 år. Godt kjøp.;2018;  2. mars 2019;https://www.aperitif.no/pollisten/produkt/cirelli-wines-of-the-anarchy-vino-bianco-frizzante-2017/2184918
10514301;87;En flott Gascogne-vin som tåler 4-5 år. Meget godt kjøp.;2018;  6. mai 2019;https://www.aperitif.no/pollisten/produkt/dom-tariquet-amplitude-2018/2165721
10518901;87;En kul veldig lys og lett rødvin i den aromatiske stilen som tåler 4-5 år. Godt kjøp.;2018;  6. mai 2019;https://www.aperitif.no/pollisten/produkt/patrick-sullivan-jumpin-juice-sunset/2193674
10529201;87;En god og fyldig pinot som tåler 7-8 år. Godt kjøp.;2017;  3. januar 2019;https://www.aperitif.no/pollisten/produkt/ocean-eight-pinot-noir/2166298
10532901;87;En god og ganske fyldig litt varm vin som tåler 6-7 år. Godt kjøp.;2017; 15. september 2018;https://www.aperitif.no/pollisten/produkt/dr-wehrheim-birkweiler-weisser-burgunder-muschelkalk-trocken-2017/2152070
10535901;87;En herlig pinot som tåler 7-8 år. Meget godt kjøp.;2018;  6. mai 2019;https://www.aperitif.no/pollisten/produkt/kruger-rumpf-spatburgunder-trocken-2018/2151878
10540701;87;En god og leskende barbaresco som tåler 4-5 år. Godt kjøp.;2015;  6. juli 2019;https://www.aperitif.no/pollisten/produkt/ca-del-baio-autinbej-barbaresco-2015/2165768
