varenummer;poeng;konklusjon;argang_apreritif;smakt;url_aperitif
11050801;88;En solid pinot som tåler 7-8 år. Godt kjøp.;2017;  6. mai 2019;https://www.aperitif.no/pollisten/produkt/jean-charles-fagot-chassagne-montrachet-vieille-vigne-rouge-2017/2193757
11052601;88;En veldig artig og god usvovlet rødvin med en aldeles herlig frukt som tåler 6-7 år. Godt kjøp.;2017;  6. mai 2019;https://www.aperitif.no/pollisten/produkt/goyo-garcia-viadero-ribera-del-duero-los-quemados-2017/2193846
11056801;88;En flott og lovende tannat fra Uruguay som tåler 10 år. Meget godt kjøp.;2017; 29. august 2019;https://www.aperitif.no/pollisten/produkt/bod-brisas-altos-de-jose-ignacio-tannat-reserve-2017/2203733
11057101;88;En herlig hvit savoie som tåler 6-7 år. Meget godt kjøp.;2018;  6. mai 2019;https://www.aperitif.no/pollisten/produkt/dom-des-ardoisieres-silice-blanc-2018/2193807
11062301;88;En god og krydret rødvin som tåler 5-6 år. Meget godt kjøp.;2017;  6. mai 2019;https://www.aperitif.no/pollisten/produkt/adega-algueira-ribeira-sacra-mencia-2017/2193697
11065901;88;En flott og smaksrik chablis med ltit sødmefylt frukt som tåler 7-8 år. Godt kjøp.;2017;  6. mai 2019;https://www.aperitif.no/pollisten/produkt/c-moreau-chablis-2017/2193804
11068701;88;En solid champagne med god fruktfylde og god mineralkarakter som tåler 5-6 år. Godt kjøp.;NA;  6. juli 2019;https://www.aperitif.no/pollisten/produkt/hardy-champagne-premier-cru-brut/2203255
11071101;88;En lovende lett sødmefylt men også frisk riesling som tåler 8 år. Meget godt kjøp;2017;  6. mai 2019;https://www.aperitif.no/pollisten/produkt/alsace-lieu-dit-rothstein-riesling/2193753
11071701;88;En veldig god albarino som tåler 6-7 år. Meget godt kjøp.;2018;  6. mai 2019;https://www.aperitif.no/pollisten/produkt/nanclares-dandelion-albarino/2193670
11072201;88;En god og fruktig men også strukturert rødvin som tåler 6-7 år. Godt kjøp.;2018;  6. mai 2019;https://www.aperitif.no/pollisten/produkt/saillard-la-pause/2193671
11076301;88;En kul cabernet som tåler 6-7 år. Meget godt kjøp.;2014;  6. juli 2019;https://www.aperitif.no/pollisten/produkt/dom-de-rocheville-le-roi-cabernet-franc/2203083
11078201;88;En veldig aromatisk og druetypisk vin som er helt tørr. Tåler 5-6 år. Godt kjøp.;2016;  6. mai 2019;https://www.aperitif.no/pollisten/produkt/jean-paul-schmitt-muscat-ottonel-rittersberg-classique/2193754
11080101;88;Frisk og velbalansert norsk eplesider.;NA;  6. juli 2019;https://www.aperitif.no/pollisten/produkt/hardangergutane-solglimt-eplesider/2194582
11080201;88;Denne eplesideren kommer pet-nat fansen til å elske.;NA;  6. juli 2019;https://www.aperitif.no/pollisten/produkt/hardangergutane-fjellskrent-sider/2194583
11085501;88;En herlig fruktig leskende og lett saltpreget rødvin som tåler 5-6 år. Meget godt kjøp.;2017;  6. mai 2019;https://www.aperitif.no/pollisten/produkt/koppitsch-perspektive-rot/2193808
11086001;88;En herlig naturvin som er en veldig god start for den nysgjerrige og som tåler 4-5 år. Meget godt kjøp.;NA;  6. juli 2019;https://www.aperitif.no/pollisten/produkt/coutelou-rouge/2203574
11086801;88;En mer naturvinspreget gamaystil som trenger litt lufting, og som også har veldig kjøttfull og god moden frukt. Tåler 6-7 år. Godt kjøp.;2017;  6. juli 2019;https://www.aperitif.no/pollisten/produkt/alexandre-bain-no-07/2203573
8168201;88;En intens og frisk fortsatt veldig fersk men lovende riesling som tåler 4-5 år. Minst. Meget godt kjøp.;2018;  6. mai 2019;https://www.aperitif.no/pollisten/produkt/kranz-riesling-trocken-2018/2096642
8168501;88;En særpreget og annerledes hvitvin som tåler 8 år. Meget godt kjøp.;2016; 19. desember 2017;https://www.aperitif.no/pollisten/produkt/wimmer-czerny-fels-am-wagram-roter-veltliner-2016/2096645
8168801;88;En tørr men lovende vin som tåler 8 år. Godt kjøp.;2015; 19. desember 2017;https://www.aperitif.no/pollisten/produkt/heinrich-pannobile-2015/2096648
8176801;88;En litt fet vin som også er god. Tåler 5-6 år. Verd prisen.;2016; 19. desember 2017;https://www.aperitif.no/pollisten/produkt/de-haan-altes-experimental-garnatxa-blanca-2016/2096700
8178601;88;En morsom utgave av denne vinen som tåler 4-5 år. Godt kjøp.;2014; 15. januar 2018;https://www.aperitif.no/pollisten/produkt/aldo-conterno-barbera-d-alba-conca-tre-pile-2015/2106209
8183301;88;En god og lovende vin som tåler 6-7 år. Verd prisen.;2015; 15. januar 2018;https://www.aperitif.no/pollisten/produkt/lafarge-vial-fleurie-2015/2106222
8188601;88;Veldig frisk og deilig, et perfekt alternativ til rosevin.;NA; 15. januar 2018;https://www.aperitif.no/pollisten/produkt/akre-gard-edel-rosesider/2096721
8190401;88;En god og lovende muscadet som tåler 8 år. Meget godt kjøp.;2016; 15. januar 2018;https://www.aperitif.no/pollisten/produkt/ch-de-la-gravelle-2016/2106238
8197201;88;En god og småkompleks cava som tåler 4-5 år. Meget godt kjøp.;2013; 22. februar 2018;https://www.aperitif.no/pollisten/produkt/alta-alella-laieta-gran-reserva-brut-nature-2013/2106258
8202201;88;En herlig kabinett som tåler 8-10 år. Meget godt kjøp.;2018;  6. mai 2019;https://www.aperitif.no/pollisten/produkt/karthauserhofberg-eitelsbacher-riesling-kabinett-2018/2106284
8203901;88;En god og fast vin som tåler 6-7 år. Meget godt kjøp.;2015; 15. mars 2018;https://www.aperitif.no/pollisten/produkt/bonnardot-maranges-sur-le-bois-2015/2106298
8210001;88;En leskende og deilig vin som tåler 4-5 år. Godt kjøp.;2015; 15. mars 2018;https://www.aperitif.no/pollisten/produkt/broc-cellars-happy-canyon-cabernet-franc/2106319
8218701;88;En smaksrik sørfransk rødvin som tåler 6-7 år. Godt kjøp.;2015;  2. mars 2019;https://www.aperitif.no/pollisten/produkt/mark-haisma-syrah-grenache/2106340
8239201;88;En deilig pinot som tåler 5-6 år. Meget godt kjøp.;2017; 15. september 2018;https://www.aperitif.no/pollisten/produkt/dautel-spatburgunder-2017/2106372
8245601;88;En deilig og lovende vin som tåler 10 år. Meget godt kjøp.;2015; 15. januar 2018;https://www.aperitif.no/pollisten/produkt/perrin-cairanne-peyre-blanche-2015/2106393
8252701;88;En smaksrik og lovende vin som tåler 8 år. Meget godt kjøp.;2015; 15. januar 2018;https://www.aperitif.no/pollisten/produkt/perrin-vacqueyras-les-christins-2015/2106399
8259801;88;En solid dolcetto som tåler 6-7 år. Meget godt kjøp.;2016; 17. juli 2018;https://www.aperitif.no/pollisten/produkt/azelia-dolcetto-d-alba-bricco-dell-oriolo/2106425
8260801;88;En rik og litt varm vin som tåler 8-10 år. Meget godt kjøp.;2015; 15. mars 2018;https://www.aperitif.no/pollisten/produkt/garnatxa-de-cervoles-2015/2119041
8260901;88;En kul ikke for tørr eller søt riesling som tåler 8 år. Meget godt kjøp.;2016; 15. januar 2018;https://www.aperitif.no/pollisten/produkt/engel-rotliegendes-riesling/2106430
8261001;88;En god og leskende pinot som tåler 4-5 år. Godt kjøp.;2014; 15. januar 2018;https://www.aperitif.no/pollisten/produkt/engel-frauenberg-spatburgunder/2106431
8264701;88;En flott franciacorta som tåler 5-6 år. Meget godt kjøp.;NA; 15. januar 2018;https://www.aperitif.no/pollisten/produkt/fratelli-berlucchi-franciacorta-brut-25-blanc-de-blancs/2106464
8267601;88;En god pinot med balansert eikebruk som tåler 5-6 år. Meget godt kjøp.;2017;  6. juli 2019;https://www.aperitif.no/pollisten/produkt/marchand-tawse-bourgogne-pinot-noir/2106485
8267701;88;En god chardonnay som tåler 5-6 år. Meget godt kjøp.;2017;  6. juli 2019;https://www.aperitif.no/pollisten/produkt/marchand-tawse-bourgogne-chardonnay/2106486
10019301;88;En ekstra smaksrik gavi som tåler 4-5 år. Meget godt kjøp.;2016; 12. juni 2018;https://www.aperitif.no/pollisten/produkt/broglia-gavi-la-meirana-2016/2119813
10019401;88;En god  og mineralsk rødvin som tåler 7-8 år. Meget godt kjøp.;2016; 15. mars 2018;https://www.aperitif.no/pollisten/produkt/claus-preisinger-kalkundkiesel-rot/2119240
10030601;88;En flott ung bordeaux som tåler 8 år. Meget godt kjøp.;2015; 15. mars 2018;https://www.aperitif.no/pollisten/produkt/ch-graves-de-pez/2119140
10031701;88;En smaksrik og kul vin som tåler 8 år. Meget godt kjøp.;2016; 15. mars 2018;https://www.aperitif.no/pollisten/produkt/clotaire-michal-beaujolais-villages-la-napoleon/2119143
10033701;88;En herlig vin, reneste godteriet. Tåler 10 år. Meget godt kjøp.;2016; 15. mars 2018;https://www.aperitif.no/pollisten/produkt/markus-molitor-ockfener-bockstein-riesling-kabinett-feinherb-2016/2119380
10035901;88;En flott hvit bordeaux som tåler 6-7 år. Meget godt kjøp.;2017;  2. mars 2019;https://www.aperitif.no/pollisten/produkt/clos-des-lunes-lune-d-argent-2017/2119052
10036001;88;En herlig rødvin som tåler 5-6 år. Meget godt kjøp.;2017; 14. januar 2019;https://www.aperitif.no/pollisten/produkt/dom-les-enfants-sauvages-enfant-sauvage/2119146
10036401;88;En syrligere og slankere utgave enn sist, men tåler fint 4-5 år. Godt kjøp.;2018;  2. mars 2019;https://www.aperitif.no/pollisten/produkt/nieva-york-pet-nat/2119843
10040001;88;En flott spansk hvitvin som tåler 8 år. Meget godt kjøp.;2015; 14. desember 2018;https://www.aperitif.no/pollisten/produkt/txakoli-uno-cosecha-2015/2120331
10044401;88;En konsentrert og lovende muscadet som tåler 8 år. Meget godt kjøp.;2017; 14. januar 2019;https://www.aperitif.no/pollisten/produkt/complemen-terre-le-mortier-gobin-2017/2140198
10044501;88;En artig ganske seriøs og smaksrik petnat som tåler 4-5 år. Meget godt kjøp.;2017; 15. mars 2018;https://www.aperitif.no/pollisten/produkt/meinklang-foam-somlo-petnat/2119108
10045301;88;En flott og mineralsk vin som tåler 6-7 år. Meget godt kjøp.;2017; 15. mars 2018;https://www.aperitif.no/pollisten/produkt/la-baronne-les-chemins-blanc/2119109
10056701;88;En ganske så kul oransjevin som tåler 6-7 år. Meget godt kjøp.;2016; 12. august 2018;https://www.aperitif.no/pollisten/produkt/marabino-eureka-chardonnay/2119908
10056801;88;En veldig aromatisk og artig vin som tåler 6-7 år. Meget godt kjøp.;2016; 12. august 2018;https://www.aperitif.no/pollisten/produkt/marabino-muscatedda-moscato-di-noto/2119909
10057201;88;En god og fyldig pinot som tåler 8 år. Meget godt kjøp.;2015; 15. mars 2018;https://www.aperitif.no/pollisten/produkt/von-buhl-spatburgunder-2015/2119149
10059501;88;En flott rose som erstatter rødvin og som tåler 3-4 år. Meget godt kjøp.;2017; 26. april 2018;https://www.aperitif.no/pollisten/produkt/la-valentina-spelt-2017/2119921
9961101;88;En smaksrik og konsentrert vin med moden frukt som tåler 4-5 år. Godt kjøp.;2017; 16. september 2019;https://www.aperitif.no/pollisten/produkt/stephane-ogier-cote-du-rhone-le-temps-est-venu-2018/315376
9961601;88;En herlig vin som tåler fem+. Meget godt kjøp.;2013; 28. februar 2015;https://www.aperitif.no/pollisten/produkt/pierre-gaillard-saint-joseph-2017/315380
9965001;88;En flott vin som tåler 6-7 år. Meget godt kjøp.;2016; 15. september 2018;https://www.aperitif.no/pollisten/produkt/schatzel-riesling-2016/315407
10000501;88;En smaksrik barbera som tåler 10 år. Verd prisen.;2014; 17. juli 2018;https://www.aperitif.no/pollisten/produkt/bussia-soprana-barbera-d-alba-mosconi/2119747
10006901;88;En solid og lovende rioja som tåler 8 år. Meget godt kjøp.;2014; 15. mars 2018;https://www.aperitif.no/pollisten/produkt/cerro-anon-reserva-2015/2119432
10009001;88;En spennende og saltpreget slank og mineralsk hvitvin som tåler 8 år. Godt kjøp.;2016;  7. november 2018;https://www.aperitif.no/pollisten/produkt/clot-de-l-oum-cine-panettone-2016/2141527
10011501;88;En veldig fruktig og god kabinett som tåler 5-6 år. Meget godt kjøp.;2016; 15. mars 2018;https://www.aperitif.no/pollisten/produkt/prinz-jungfer-riesling-kabinett-2016/2119241
10013301;88;En fruktig fyldig og veldig god musserende som tåler 4-5 år. Meget godt kjøp.;NA; 15. september 2018;https://www.aperitif.no/pollisten/produkt/josef-chromy-non-vintage-tasmanian-sparkling-cuvee/2119789
10014801;88;En åpen og moden vin i en volatil stil. Tåler 8 år minst. Godt kjøp.;2009;  1. mai 2018;https://www.aperitif.no/pollisten/produkt/colombaia-toscana-rosso-2009/2120326
9517701;88;En konsentrert cava som tåler 5-6 år. Meget godt kjøp.;2012; 12. juni 2018;https://www.aperitif.no/pollisten/produkt/recaredo-terrers-gran-reserva-brut-nature-2015/314008
9520101;88;En flott og lovende vin som tåler 4-5 år. Meget godt kjøp.;2014; 15. august 2017;https://www.aperitif.no/pollisten/produkt/chaume-arnaud-vinsobres-2015/1949838
9523601;88;En deilig og samtidig fast vin som tåler 6-7 år. Meget godt kjøp.;2015; 14. desember 2018;https://www.aperitif.no/pollisten/produkt/cos-cerasuolo-di-vittoria-classico-2015/298800
9528305;88;En litt moden vinstil som også har mye å by på, tåler 6-7 år. Meget godt kjøp.;2015; 16. september 2019;https://www.aperitif.no/pollisten/produkt/marques-de-riscal-reserva-2015/1949853
9564501;88;En flott vin som tåler 8. Meget godt kjøp.;2010;  1. november 2015;https://www.aperitif.no/pollisten/produkt/torre-de-ona-reserva-2012/314192
9582001;88;En flott vin som tåler 5-6 år. Meget godt kjøp.;2015;  7. mars 2017;https://www.aperitif.no/pollisten/produkt/pittnauer-heideboden-blaufrankisch-2017/314278
9583201;88;En ung og litt alkoholpreget coudoulet som tåler 7-8 år. Taxfree koster den 199 kroner. Godt kjøp.;2012; 19. mars 2019;https://www.aperitif.no/pollisten/produkt/coudoulet-de-beaucastel-cotes-du-rhone-2014/314235
9587401;88;En god og myk men også fast pinot som tåler 6-7 år. Meget godt kjøp.;2018;  6. mai 2019;https://www.aperitif.no/pollisten/produkt/innocent-bystander-pinot-noir-2018/314201
9594201;88;En annerledes og interessant vin som tåler 5-6 år. Meget godt kjøp.;2015; 26. januar 2017;https://www.aperitif.no/pollisten/produkt/ch-ksara-blanc-de-blancs-2017/314288
9595601;88;En vellaget og harmonisk vin for de neste fem årene. Meget godt kjøp. (2009) ;2009; 28. oktober 2011;https://www.aperitif.no/pollisten/produkt/le-redini-tenuta-degli-dei-2016/269982
9622801;88;Eb god Alsace-riesling som tåler 6-7 år. Godt kjøp.;2018;  6. juli 2019;https://www.aperitif.no/pollisten/produkt/weinbach-riesling-reserve-2017/314330
9643901;88;En flott chablis for de neste 8 årene. Meget godt kjøp. (2011) ;2011; 26. februar 2013;https://www.aperitif.no/pollisten/produkt/dom-des-chenevieres-chablis-2018/298582
9675001;88;En delikat og lett riesling som tåler 6-7 år. Meget godt kjøp.;2018;  2. mars 2019;https://www.aperitif.no/pollisten/produkt/kunstler-hochheimer-holle-riesling-kabinett-trocken-2018/304879
9677201;88;En solbærpreget vin som tåler 8 år. Godt kjøp.;2013; 15. august 2017;https://www.aperitif.no/pollisten/produkt/achaval-ferrer-quimera-2013/314468
9677501;88;En solid malbec som tåler 7-8 år. Godt kjøp.;2017; 14. desember 2018;https://www.aperitif.no/pollisten/produkt/achaval-ferrer-mendoza-malbec-2018/314472
9679701;88;En god og tørr riesling som tåler 8 år. Meget godt kjøp;2018;  2. mars 2019;https://www.aperitif.no/pollisten/produkt/kunstler-hochheimer-herrnberg-riesling-trocken-2018/314441
9692101;88;En god rund og innsmigrende langhe nebbiolo som tåler 5-6 år. Meget godt kjøp.;2016; 12. august 2018;https://www.aperitif.no/pollisten/produkt/vajra-langhe-nebbiolo-2017/285863
9719101;88;En fruktig og elegant rosa champagne som tåler 3-4 år. Godt kjøp.;NA; 31. mai 2017;https://www.aperitif.no/pollisten/produkt/marc-hebrart-brut-rose-1er-cru/276775
9735301;88;En god og syrefrisk vin som tåler 4-5 år. Meget godt kjøp.;2015;  8. september 2017;https://www.aperitif.no/pollisten/produkt/schafer-frohlich-nahe-riesling-trocken-2017/314541
9738401;88;En god og rund lett eiket hvit rioja som tåler 6-7 år. Godt kjøp.;2016; 14. januar 2019;https://www.aperitif.no/pollisten/produkt/contino-blanco-2016/314487
9739601;88;En veldig mineralsk og fortsatt ung vin som tåler 5-6 år. Meget godt kjøp.;2017; 14. januar 2019;https://www.aperitif.no/pollisten/produkt/baudry-chinon-2018/314568
9752201;88;En herlig rose som tåler 3-4 år. Meget godt kjøp.;2016; 15. august 2017;https://www.aperitif.no/pollisten/produkt/valli-unite-rosatea-2016/302944
9758201;88;En flott vin som tåler 8 år. Meget godt kjøp.;2016; 15. august 2017;https://www.aperitif.no/pollisten/produkt/landgraf-saulheimer-holle-riesling-trocken-2016/314602
9760301;88;En god og innsmigrende rødvin som tåler 4-5 år. Godt kjøp.;2015; 15. mars 2018;https://www.aperitif.no/pollisten/produkt/vacheron-sancerre-rouge-2016/1991776
9770201;88;En veldig kul vin. Tåler 8.;2010; 29. august 2014;https://www.aperitif.no/pollisten/produkt/pietracupa-quirico-aglianico-2016/1949993
10467801;88;En artig vin som skiller seg ut som tåler 4-5 år. Godt kjøp.;2016; 15. september 2018;https://www.aperitif.no/pollisten/produkt/schiopetto-collio-sauvignon-2016/2151980
10468401;88;En solid hvit beaujolais som tåler 5-6 år. Meget godt kjøp.;2017; 15. september 2018;https://www.aperitif.no/pollisten/produkt/pierre-marie-chermette-beaujolais-blanc-2017/2151978
10469001;88;En god vin som tåler 7-8 år. Meget godt kjøp.;2016;  7. november 2018;https://www.aperitif.no/pollisten/produkt/cortese-senia-nero-d-avola-terre-siciliane-2016/2152814
10469201;88;En veldig smaksrik vin som tåler 4-5 år. Meget godt kjøp.;2016; 14. januar 2019;https://www.aperitif.no/pollisten/produkt/cortese-sabuci-cerasuolo-di-vittoria-2016/2152816
10471401;88;En litt eikepreget men også fyldig og konsentrert vin som tåler 7-8 år. Godt kjøp.;2012; 15. september 2018;https://www.aperitif.no/pollisten/produkt/mikaela-bobal-2012/2152068
10472001;88;En ok GG men ikke den mest komplekse. Tåler 7-8 år. Meget godt kjøp.;2016; 14. desember 2018;https://www.aperitif.no/pollisten/produkt/toni-jost-im-hahn-bacharach-riesling-gg-2016/2152826
10472301;88;En smaksrik Alsace-riesling som tåler 7-8 år. Meget godt kjøp.;2012; 15. september 2018;https://www.aperitif.no/pollisten/produkt/charles-sparr-riesling-lieu-dit-altenbourg-2014/2151981
10475801;88;En herlig ung pinot som tåler 6-7 år. Godt kjøp.;2017; 15. september 2018;https://www.aperitif.no/pollisten/produkt/lejeune-bourgogne-les-grandes-carelles-2017/2151841
10478301;88;En konsentrert og intens lakrispreget rioja som tåler 7-8 år. Godt kjøp.;2012; 14. januar 2019;https://www.aperitif.no/pollisten/produkt/remelluri-reserva-2012/2174265
10487801;88;En god og drikkevennlig vermut.;NA; 24. oktober 2018;https://www.aperitif.no/pollisten/produkt/antica-torino-vermouth-di-torino-rosso/2152426
10493401;88;En fruktdreven og innsmigrende 10 år gammel fortsatt frisk rosa champagne som tåler 5-6 år  til. Godt kjøp.;2008; 15. september 2018;https://www.aperitif.no/pollisten/produkt/bruno-michel-assemblee-rose/2151977
10497601;88;En god rund og lovende Jura-chardonnay som tåler 8 år. Meget godt kjøp.;2015; 24. oktober 2018;https://www.aperitif.no/pollisten/produkt/bourdy-cotes-du-jura-chardonnay-2015/2152422
10499201;88;En veldig kul og sjelden hvit spansk vin som tåler 6-7 år. Meget godt kjøp.;2017;  2. mars 2019;https://www.aperitif.no/pollisten/produkt/missenyora-2017/2174702
10500401;88;En veldig kul og litt annerledes sørfransk hvitvin som tåler 5-6 år. Meget godt kjøp.;2017; 15. september 2018;https://www.aperitif.no/pollisten/produkt/dom-de-courbissac-les-traverses-blanc-2017/2151940
10501101;88;En tørr slank og frisk 12 år gammel bordeaux som tåler 8 år til. Godt kjøp.;2006; 15. september 2018;https://www.aperitif.no/pollisten/produkt/ch-haut-bergey-2006/2152065
10511801;88;En god fyldig stofflig og litt fet/bløt hvitvin som tåler 6-7 år. Godt kjøp.;2016; 15. september 2018;https://www.aperitif.no/pollisten/produkt/oma-etna-bianco/2151882
10512401;88;En smaksrik vin og et tørrere alternativ til amarone. Tåler 8-10 år. Godt kjøp.;2014; 15. september 2018;https://www.aperitif.no/pollisten/produkt/le-salette-ca-carnocchio-veronese-2014/2152379
10514001;88;En smaksrik godello som tåler 6-7 år. Godt køjp.;2016;  6. juli 2019;https://www.aperitif.no/pollisten/produkt/telmo-rodriguez-branco-de-sta-cruz-2016/2203256
10532701;88;En herlig pinot noir som tåler 6-7 år. Meget godt kjøp.;2016; 15. september 2018;https://www.aperitif.no/pollisten/produkt/dr-wehrheim-spatburgunder-trocken-2016/2152066
10533301;88;En flott litt eiket pinot som tåler 6-7 år. Meget godt kjøp.;2015; 15. september 2018;https://www.aperitif.no/pollisten/produkt/battenfeld-spanier-holzfass-spatburgunder-2016/2152067
10546301;88;En fyldig og smaksrik hvitvin som tåler 7-8 år. Meget godt kjøp.;2016; 15. september 2018;https://www.aperitif.no/pollisten/produkt/quinta-de-arcosso-reserva-branco-2016/2152351
10421001;88;En god og småkompleks vermut.;NA; 24. oktober 2018;https://www.aperitif.no/pollisten/produkt/quaglia-berto-vermouth-di-torino-rosso/2152425
10422701;88;En vellaget vin som tåler 5-6 år. Godt kjøp.;2016; 15. september 2018;https://www.aperitif.no/pollisten/produkt/coccinella-aldo-viola-2016/2152064
10423101;88;En artig og veldig fruktig og innsmigrende grignolino som tåler 4-5 år. Meget godt kjøp.;2016; 14. desember 2018;https://www.aperitif.no/pollisten/produkt/nonno-pietro-vino-rosso/2152646
10428801;88;En deilig grenache som tler 5-6 r. Godt kjøp.;NA;  6. juli 2019;https://www.aperitif.no/pollisten/produkt/a-tribute-to-grace-grenache-2017/2152670
10430101;88;En god og fruktdreven fyldig vin som tåler 8 år. Meget godt kjøp.;2017; 15. september 2018;https://www.aperitif.no/pollisten/produkt/norman-hardie-riesling-2017/2151842
10874201;88;En herlig saftig og fyldig Loire-pinot som tåler 4-5 år. Meget godt kjøp.;2017;  2. mars 2019;https://www.aperitif.no/pollisten/produkt/philippe-gilbert-menetou-salon-hors-serie-2017/2184683
10876101;88;En herlig gamay som tåler 6-7 år. Meget godt kjøp.;2018; 16. september 2019;https://www.aperitif.no/pollisten/produkt/dom-david-beaupere-beaujolais-villages-2018/2212536
10876901;88;En kul riesling som tåler 4-5 år. Meget godt kjøp.;2018;  6. juli 2019;https://www.aperitif.no/pollisten/produkt/leon-heitzmann-alsace-riesling-2018/2184974
10795701;88;En ganske tørr og saltpreget feinherb som tåler 6-7 år. Godt kjøp.;2017; 14. januar 2019;https://www.aperitif.no/pollisten/produkt/schafer-frohlich-schiefergestein-bockenauer-riesling-feinherb-2017/2174264
9853201;88;En herlig barbera som tåler 6-7 år. Meget godt kjøp.;2015; 17. juli 2018;https://www.aperitif.no/pollisten/produkt/cascina-corte-langhe-barbera-2015/314964
9863301;88;En god og tørr mineralsk slank vezelay som tåler 6-7 år. Godt kjøp.;2018;  6. juli 2019;https://www.aperitif.no/pollisten/produkt/cadette-bourgogne-vezelay-2018/315011
9869001;88;En lekker og konsentrert gresk rødvin som tåler 5-6 år. Meget godt kjøp.;2016; 15. mars 2018;https://www.aperitif.no/pollisten/produkt/gaia-agiorgitiko-2017/302243
9875501;88;En smaksrik lett eiket noe tropisk sancerre som tåler 5-6 år. Godt kjøp.;2015;  6. mai 2019;https://www.aperitif.no/pollisten/produkt/cailbourdin-pouilly-fume-triptyque-2016/315064
9905501;88;En god vin om enn litt mye eik i øyeblikket, tåler fint åtte. Meget godt kjøp. (2010) ;2010; 23. august 2012;https://www.aperitif.no/pollisten/produkt/duseigneur-saint-joseph-2011/282956
9909801;88;En herlig rødvin som tåler 5-6 år. Meget godt kjøp.;NA;  6. juli 2019;https://www.aperitif.no/pollisten/produkt/angiolino-maule-rosso-masieri-2018/315140
9915101;88;En herlig og smaksrik hvitvin som tåler 4-5 år. Meget godt kjøp.;2017;  2. mars 2019;https://www.aperitif.no/pollisten/produkt/ariyanas-seco-sobre-lias-finas-2017/283409
9928905;88;En flott åpen lovende magnum som tåler 8 år. Meget godt kjøp.;2015; 15. september 2018;https://www.aperitif.no/pollisten/produkt/casa-ferreirinha-vinha-grande-2012/2031748
9931401;88;En god og konsentrert lett eiket verdejo som tåler 5-6 år. Meget godt kjøp.;2017;  6. juli 2019;https://www.aperitif.no/pollisten/produkt/jose-pariente-verdejo-fermentado-en-barrica-2016/315214
9942101;88;En god oransjevin som tåler 4-5 år. Godt kjøp.;2018;  2. mars 2019;https://www.aperitif.no/pollisten/produkt/matassa-cuvee-margeruite-2018/305030
9943301;88;En god og ikke for søt muscat som tåler 5-6 år. Meget godt kjøp.;2017;  6. mai 2019;https://www.aperitif.no/pollisten/produkt/cazes-muscat-de-rivesaltes/284343
9961101;88;En smaksrik og konsentrert vin med moden frukt som tåler 4-5 år. Godt kjøp.;2017; 16. september 2019;https://www.aperitif.no/pollisten/produkt/stephane-ogier-cote-du-rhone-le-temps-est-venu-2018/315376
9961601;88;En herlig vin som tåler fem+. Meget godt kjøp.;2013; 28. februar 2015;https://www.aperitif.no/pollisten/produkt/pierre-gaillard-saint-joseph-2017/315380
9965001;88;En flott vin som tåler 6-7 år. Meget godt kjøp.;2016; 15. september 2018;https://www.aperitif.no/pollisten/produkt/schatzel-riesling-2016/315407
10000501;88;En smaksrik barbera som tåler 10 år. Verd prisen.;2014; 17. juli 2018;https://www.aperitif.no/pollisten/produkt/bussia-soprana-barbera-d-alba-mosconi/2119747
10006901;88;En solid og lovende rioja som tåler 8 år. Meget godt kjøp.;2014; 15. mars 2018;https://www.aperitif.no/pollisten/produkt/cerro-anon-reserva-2015/2119432
10009001;88;En spennende og saltpreget slank og mineralsk hvitvin som tåler 8 år. Godt kjøp.;2016;  7. november 2018;https://www.aperitif.no/pollisten/produkt/clot-de-l-oum-cine-panettone-2016/2141527
10011501;88;En veldig fruktig og god kabinett som tåler 5-6 år. Meget godt kjøp.;2016; 15. mars 2018;https://www.aperitif.no/pollisten/produkt/prinz-jungfer-riesling-kabinett-2016/2119241
10013301;88;En fruktig fyldig og veldig god musserende som tåler 4-5 år. Meget godt kjøp.;NA; 15. september 2018;https://www.aperitif.no/pollisten/produkt/josef-chromy-non-vintage-tasmanian-sparkling-cuvee/2119789
10014801;88;En åpen og moden vin i en volatil stil. Tåler 8 år minst. Godt kjøp.;2009;  1. mai 2018;https://www.aperitif.no/pollisten/produkt/colombaia-toscana-rosso-2009/2120326
10086501;88;En god og fast saltpreget riesling som tåler 5-6 år. Meget godt kjøp.;2016; 12. juni 2018;https://www.aperitif.no/pollisten/produkt/ch-bela-riesling-2017/2120045
10089101;88;En rik og kul hvitvin som tåler 8 år. Meget godt kjøp.;2016; 15. mars 2018;https://www.aperitif.no/pollisten/produkt/kreinbacher-juhfark-2016/2119047
10090701;88;En veldig ung, men lovende vin som tåler 8 år. Godt kjøp.;2016; 15. mars 2018;https://www.aperitif.no/pollisten/produkt/hiedler-ried-schenkenbichl-gruner-veltliner/2119040
10095001;88;En deilig og fyldig pommard som tåler 8 år. Godt kjøp.;2016; 17. juli 2018;https://www.aperitif.no/pollisten/produkt/dom-berthelemot-pommard-2016/2120071
10099901;88;En flott og konsentrert hvit naturvin som tåler 6-7 år. Godt kjøp.;2017;  2. mars 2019;https://www.aperitif.no/pollisten/produkt/pittnauer-mash-pitt-2018/2119401
10100901;88;En strukturert litt krydret og varm barbera som tåler 8 år. Godt kjøp.;2017;  6. juli 2019;https://www.aperitif.no/pollisten/produkt/luigi-pira-barbera-d-alba-2017/2118999
